nifgsm-0.005,mifgsm-0.005,CACC,trigger_size,trigger_std,vmifgsm-0.005,After_Datapoison_Defense_ACC,ACC-0.01,afterPoisonACC,backdoor_num,CompressedACC-0.005,backdoor_label,vnifgsm-0.005,sinifgsm-0.005,tag,difgsm-0.005,BlurredACC-0.005,CompressedACC-0.01,NoisyACC-0.005,BlurredACC-0.01,NoisyACC-0.01,pgd-0.005,PoisonSR,tifgsm-0.005,ACC-0.005,trigger,fgsm-0.005
54.6875,54.6875,,,,54.6875,,78.34821429,,,11.83035714,,56.25,54.6875,,54.6875,8.258928571,8.928571429,17.41071429,10.49107143,13.61607143,84.375,,61.71875,81.25,,84.375
54.6875,54.6875,,,,54.6875,,78.34821428571429,,,11.830357142857142,,56.25,54.6875,test1,54.6875,8.258928571428571,8.928571428571429,17.410714285714285,10.491071428571429,13.616071428571429,84.375,,61.71875,81.25,,84.375
54.6875,54.6875,,,,55.46875,0.99978,78.34821428571429,0.9392939293929393,1,11.830357142857142,,56.25,54.6875,resnet50,54.6875,8.258928571428571,8.928571428571429,19.642857142857142,10.491071428571429,15.625,84.375,0.0,61.71875,81.25,,84.375
55.46875,58.59375,,,,58.59375,0.95652,81.69642857142857,0.8886888688868887,,10.714285714285714,[3],58.59375,55.46875,resnet50,58.59375,8.705357142857142,8.258928571428571,20.758928571428573,10.267857142857142,16.071428571428573,83.59375,0.0,72.65625,83.70535714285714,0.9829851346056143,85.9375
7.142857142857143,9.821428571428571,0.98278,0.6334586731430186,0.9338628790082217,,0.77404,,0.692969296929693,,10.5,[],,,cifar10_shufflenetv2_x0_5,7.142857142857143,10.0,,11.0,,,10.714285714285714,0.0,6.25,9.25,,8.928571428571429
13.392857142857142,10.714285714285714,0.98278,0.5259055452156045,0.9159441896387234,,0.78606,,0.7181718171817182,,8.75,[],,,cifar10_shufflenetv2_x0_5,9.821428571428571,11.75,,13.0,,,8.928571428571429,0.0,9.821428571428571,10.75,,5.357142857142857
13.392857142857142,6.25,0.98278,0.9266293095346653,0.9999999943644299,,0.89734,,0.7278727872787278,,9.5,[3],,,cifar10_shufflenetv2_x0_5,12.5,10.25,,7.5,,,11.607142857142858,0.0,8.928571428571429,7.5,,13.392857142857142
10.714285714285714,4.464285714285714,0.98278,0.6918156402524891,0.9372071733050145,,0.79846,,0.7297729772977297,,11.75,[],,,cifar10_shufflenetv2_x0_5,7.142857142857143,10.75,,9.75,,,10.714285714285714,0.0,8.928571428571429,9.5,,9.821428571428571
8.035714285714286,11.607142857142858,0.98278,0.5877317103749677,0.8988730995443714,,0.77746,,0.7124712471247124,,8.25,[],,,cifar10_shufflenetv2_x0_5,6.25,8.5,,10.75,,,11.607142857142858,0.0,10.714285714285714,10.5,,12.5
